Year,State,Metric,Age Range,"Events per 1,000 women"
2012,ND,Abortion Rate,15-17,2.8999999999999999
2013,ND,Abortion Rate,15-17,2.3999999999999999
2014,ND,Abortion Rate,15-17,2.1000000000000001
2015,ND,Abortion Rate,15-17,1.7
2016,ND,Abortion Rate,15-17,2.2999999999999998
1988,OH,Abortion Rate,15-17,19.100000000000001
1992,OH,Abortion Rate,15-17,12.1
1996,OH,Abortion Rate,15-17,11.5
2000,OH,Abortion Rate,15-17,10.199999999999999
2005,OH,Abortion Rate,15-17,8.4000000000000004
2006,OH,Abortion Rate,15-17,8.4000000000000004
2007,OH,Abortion Rate,15-17,8.8000000000000007
2008,OH,Abortion Rate,15-17,8
2009,OH,Abortion Rate,15-17,7.2999999999999998
2010,OH,Abortion Rate,15-17,6.5999999999999996
2011,OH,Abortion Rate,15-17,5.5
2012,OH,Abortion Rate,15-17,4.9000000000000004
2013,OH,Abortion Rate,15-17,4
2014,OH,Abortion Rate,15-17,3.7000000000000002
2015,OH,Abortion Rate,15-17,2.7999999999999998
2016,OH,Abortion Rate,15-17,2.7999999999999998
1988,OK,Abortion Rate,15-17,19
1992,OK,Abortion Rate,15-17,9
1996,OK,Abortion Rate,15-17,8
2000,OK,Abortion Rate,15-17,7.7999999999999998
2005,OK,Abortion Rate,15-17,5.7999999999999998
2006,OK,Abortion Rate,15-17,5
2007,OK,Abortion Rate,15-17,5.7000000000000002
2008,OK,Abortion Rate,15-17,5
2009,OK,Abortion Rate,15-17,5.5
2010,OK,Abortion Rate,15-17,4.2999999999999998
2011,OK,Abortion Rate,15-17,3.7999999999999998
2012,OK,Abortion Rate,15-17,3.7000000000000002
2013,OK,Abortion Rate,15-17,2.8999999999999999
2014,OK,Abortion Rate,15-17,2.8999999999999999
2015,OK,Abortion Rate,15-17,2.2000000000000002
2016,OK,Abortion Rate,15-17,1.3
1988,OR,Abortion Rate,15-17,29.5
1992,OR,Abortion Rate,15-17,21.199999999999999
1996,OR,Abortion Rate,15-17,17.600000000000001
2000,OR,Abortion Rate,15-17,15
2005,OR,Abortion Rate,15-17,9.5999999999999996
2006,OR,Abortion Rate,15-17,10.6
2007,OR,Abortion Rate,15-17,10.199999999999999
2008,OR,Abortion Rate,15-17,9.8000000000000007
2009,OR,Abortion Rate,15-17,8.1999999999999993
2010,OR,Abortion Rate,15-17,6.7999999999999998
2011,OR,Abortion Rate,15-17,6.2000000000000002
2012,OR,Abortion Rate,15-17,5.2000000000000002
2013,OR,Abortion Rate,15-17,4.7999999999999998
2014,OR,Abortion Rate,15-17,4.5999999999999996
2015,OR,Abortion Rate,15-17,3.6000000000000001
2016,OR,Abortion Rate,15-17,3.6000000000000001
1988,PA,Abortion Rate,15-17,22.899999999999999
1992,PA,Abortion Rate,15-17,18.300000000000001
1996,PA,Abortion Rate,15-17,11.4
2000,PA,Abortion Rate,15-17,9.6999999999999993
2005,PA,Abortion Rate,15-17,7.7999999999999998
2006,PA,Abortion Rate,15-17,8.5
2007,PA,Abortion Rate,15-17,9.1999999999999993
2008,PA,Abortion Rate,15-17,10
2009,PA,Abortion Rate,15-17,9.5
2010,PA,Abortion Rate,15-17,8.1999999999999993
2011,PA,Abortion Rate,15-17,6.9000000000000004
2012,PA,Abortion Rate,15-17,5.7000000000000002
2013,PA,Abortion Rate,15-17,4.5999999999999996
2014,PA,Abortion Rate,15-17,4.4000000000000004
2015,PA,Abortion Rate,15-17,4.2000000000000002
2016,PA,Abortion Rate,15-17,4
1988,RI,Abortion Rate,15-17,18.699999999999999
1992,RI,Abortion Rate,15-17,17.399999999999999
1996,RI,Abortion Rate,15-17,14.9
2000,RI,Abortion Rate,15-17,11.699999999999999
2005,RI,Abortion Rate,15-17,11.4
2006,RI,Abortion Rate,15-17,10.699999999999999
2007,RI,Abortion Rate,15-17,10.199999999999999
2008,RI,Abortion Rate,15-17,10.4
2009,RI,Abortion Rate,15-17,9
2010,RI,Abortion Rate,15-17,8.3000000000000007
2011,RI,Abortion Rate,15-17,7.2000000000000002
2012,RI,Abortion Rate,15-17,5.0999999999999996
2013,RI,Abortion Rate,15-17,4.2000000000000002
2014,RI,Abortion Rate,15-17,3.7999999999999998
2015,RI,Abortion Rate,15-17,3.5
2016,RI,Abortion Rate,15-17,4.2000000000000002
1988,SC,Abortion Rate,15-17,25.100000000000001
1992,SC,Abortion Rate,15-17,15.6
1996,SC,Abortion Rate,15-17,13.300000000000001
2000,SC,Abortion Rate,15-17,12.6
2005,SC,Abortion Rate,15-17,11
2006,SC,Abortion Rate,15-17,10.6
2007,SC,Abortion Rate,15-17,11.5
2008,SC,Abortion Rate,15-17,9.6999999999999993
2009,SC,Abortion Rate,15-17,9.4000000000000004
2010,SC,Abortion Rate,15-17,8.6999999999999993
2011,SC,Abortion Rate,15-17,7.5
2012,SC,Abortion Rate,15-17,6.0999999999999996
2013,SC,Abortion Rate,15-17,5.9000000000000004
2014,SC,Abortion Rate,15-17,4.7000000000000002
2015,SC,Abortion Rate,15-17,4.2999999999999998
2016,SC,Abortion Rate,15-17,3.8999999999999999
1988,SD,Abortion Rate,15-17,11
1992,SD,Abortion Rate,15-17,11.800000000000001
1996,SD,Abortion Rate,15-17,9
2000,SD,Abortion Rate,15-17,3.2999999999999998
2005,SD,Abortion Rate,15-17,3.7999999999999998
2006,SD,Abortion Rate,15-17,3.2000000000000002
2007,SD,Abortion Rate,15-17,3.7000000000000002
2008,SD,Abortion Rate,15-17,3.5
2009,SD,Abortion Rate,15-17,2.8999999999999999
2010,SD,Abortion Rate,15-17,2.2000000000000002
2011,SD,Abortion Rate,15-17,1.8
2012,SD,Abortion Rate,15-17,1.6000000000000001
2013,SD,Abortion Rate,15-17,1.7
2014,SD,Abortion Rate,15-17,2.2999999999999998
2015,SD,Abortion Rate,15-17,1.8
2016,SD,Abortion Rate,15-17,1.1000000000000001
1988,TN,Abortion Rate,15-17,21.100000000000001
1992,TN,Abortion Rate,15-17,14.9
1996,TN,Abortion Rate,15-17,11.300000000000001
2000,TN,Abortion Rate,15-17,8.6999999999999993
2005,TN,Abortion Rate,15-17,6.5
2006,TN,Abortion Rate,15-17,7
2007,TN,Abortion Rate,15-17,6.5
2008,TN,Abortion Rate,15-17,6.7999999999999998
2009,TN,Abortion Rate,15-17,6.2999999999999998
2010,TN,Abortion Rate,15-17,5.4000000000000004
2011,TN,Abortion Rate,15-17,4.5
2012,TN,Abortion Rate,15-17,4.0999999999999996
2013,TN,Abortion Rate,15-17,3.5
2014,TN,Abortion Rate,15-17,2.6000000000000001
2015,TN,Abortion Rate,15-17,2.7999999999999998
2016,TN,Abortion Rate,15-17,2.2999999999999998
1988,TX,Abortion Rate,15-17,18.800000000000001
1992,TX,Abortion Rate,15-17,15
1996,TX,Abortion Rate,15-17,13.4
2000,TX,Abortion Rate,15-17,8.9000000000000004
2005,TX,Abortion Rate,15-17,6.5999999999999996
2006,TX,Abortion Rate,15-17,7.9000000000000004
2007,TX,Abortion Rate,15-17,7.9000000000000004
2008,TX,Abortion Rate,15-17,7.5999999999999996
2009,TX,Abortion Rate,15-17,7.2000000000000002
2010,TX,Abortion Rate,15-17,6.0999999999999996
2011,TX,Abortion Rate,15-17,5.2999999999999998
2012,TX,Abortion Rate,15-17,4.2999999999999998
2013,TX,Abortion Rate,15-17,3.7999999999999998
2014,TX,Abortion Rate,15-17,2.7000000000000002
2015,TX,Abortion Rate,15-17,2.5
2016,TX,Abortion Rate,15-17,2.3999999999999999
1973,US,Abortion Rate,15-17,17.100000000000001
1974,US,Abortion Rate,15-17,19.699999999999999
1975,US,Abortion Rate,15-17,22.399999999999999
1976,US,Abortion Rate,15-17,24.399999999999999
1977,US,Abortion Rate,15-17,26.5
1978,US,Abortion Rate,15-17,27.199999999999999
1979,US,Abortion Rate,15-17,29.100000000000001
1980,US,Abortion Rate,15-17,30.5
1981,US,Abortion Rate,15-17,30.399999999999999
1982,US,Abortion Rate,15-17,30.300000000000001
1983,US,Abortion Rate,15-17,31
1984,US,Abortion Rate,15-17,30.300000000000001
1985,US,Abortion Rate,15-17,31
1986,US,Abortion Rate,15-17,30.300000000000001
1987,US,Abortion Rate,15-17,30
1988,US,Abortion Rate,15-17,30.5
1989,US,Abortion Rate,15-17,28.300000000000001
1990,US,Abortion Rate,15-17,26.899999999999999
1991,US,Abortion Rate,15-17,24.5
1992,US,Abortion Rate,15-17,23.300000000000001
1993,US,Abortion Rate,15-17,22.5
1994,US,Abortion Rate,15-17,21.300000000000001
1995,US,Abortion Rate,15-17,19.800000000000001
1996,US,Abortion Rate,15-17,18.899999999999999
1997,US,Abortion Rate,15-17,17.399999999999999
1998,US,Abortion Rate,15-17,16.600000000000001
1999,US,Abortion Rate,15-17,15.5
2000,US,Abortion Rate,15-17,14.699999999999999
2001,US,Abortion Rate,15-17,13.6
2002,US,Abortion Rate,15-17,13
2003,US,Abortion Rate,15-17,12.6
2004,US,Abortion Rate,15-17,11.800000000000001
2005,US,Abortion Rate,15-17,11.4
2006,US,Abortion Rate,15-17,11.4
2007,US,Abortion Rate,15-17,11
2008,US,Abortion Rate,15-17,10.6
2009,US,Abortion Rate,15-17,9.5999999999999996
2010,US,Abortion Rate,15-17,8.5999999999999996
2011,US,Abortion Rate,15-17,7.5
2012,US,Abortion Rate,15-17,6.4000000000000004
2013,US,Abortion Rate,15-17,5.5
2014,US,Abortion Rate,15-17,4.9000000000000004
2015,US,Abortion Rate,15-17,4.2999999999999998
2016,US,Abortion Rate,15-17,4
1988,UT,Abortion Rate,15-17,9.6999999999999993
1992,UT,Abortion Rate,15-17,5.2999999999999998
1996,UT,Abortion Rate,15-17,4
2000,UT,Abortion Rate,15-17,3.6000000000000001
2005,UT,Abortion Rate,15-17,3.2999999999999998
2006,UT,Abortion Rate,15-17,3.1000000000000001
2007,UT,Abortion Rate,15-17,2.8999999999999999
2008,UT,Abortion Rate,15-17,3.2000000000000002
2009,UT,Abortion Rate,15-17,2.5
2010,UT,Abortion Rate,15-17,2.1000000000000001
2011,UT,Abortion Rate,15-17,2.1000000000000001
2012,UT,Abortion Rate,15-17,1.6000000000000001
2013,UT,Abortion Rate,15-17,1.5
2014,UT,Abortion Rate,15-17,1.3
2015,UT,Abortion Rate,15-17,1.1000000000000001
2016,UT,Abortion Rate,15-17,1
1988,VT,Abortion Rate,15-17,27.199999999999999
1992,VT,Abortion Rate,15-17,16.399999999999999
1996,VT,Abortion Rate,15-17,15.300000000000001
2000,VT,Abortion Rate,15-17,8.9000000000000004
2005,VT,Abortion Rate,15-17,9
2006,VT,Abortion Rate,15-17,8
2007,VT,Abortion Rate,15-17,7.9000000000000004
2008,VT,Abortion Rate,15-17,6.9000000000000004
2009,VT,Abortion Rate,15-17,5.2000000000000002
2010,VT,Abortion Rate,15-17,4.5999999999999996
2011,VT,Abortion Rate,15-17,6.9000000000000004
2012,VT,Abortion Rate,15-17,6.2999999999999998
2013,VT,Abortion Rate,15-17,6.2000000000000002
2014,VT,Abortion Rate,15-17,4.5
2015,VT,Abortion Rate,15-17,4
2016,VT,Abortion Rate,15-17,4.2999999999999998
1988,VA,Abortion Rate,15-17,32.5
1992,VA,Abortion Rate,15-17,23.100000000000001
1996,VA,Abortion Rate,15-17,18.899999999999999
2000,VA,Abortion Rate,15-17,11.4
2005,VA,Abortion Rate,15-17,9.3000000000000007
2006,VA,Abortion Rate,15-17,8.3000000000000007
2007,VA,Abortion Rate,15-17,8.4000000000000004
2008,VA,Abortion Rate,15-17,8.1999999999999993
2009,VA,Abortion Rate,15-17,7.7000000000000002
2010,VA,Abortion Rate,15-17,6.7000000000000002
2011,VA,Abortion Rate,15-17,5.5999999999999996
2012,VA,Abortion Rate,15-17,5.0999999999999996
2013,VA,Abortion Rate,15-17,4.5
2014,VA,Abortion Rate,15-17,3.3999999999999999
2015,VA,Abortion Rate,15-17,3.2000000000000002
2016,VA,Abortion Rate,15-17,3.1000000000000001
1988,WA,Abortion Rate,15-17,31.199999999999999
1992,WA,Abortion Rate,15-17,28.600000000000001
1996,WA,Abortion Rate,15-17,20.100000000000001
2000,WA,Abortion Rate,15-17,16.199999999999999
2005,WA,Abortion Rate,15-17,12.199999999999999
2006,WA,Abortion Rate,15-17,11.9
2007,WA,Abortion Rate,15-17,12.9
2008,WA,Abortion Rate,15-17,11.6
2009,WA,Abortion Rate,15-17,10.699999999999999
2010,WA,Abortion Rate,15-17,9.5
2011,WA,Abortion Rate,15-17,8.4000000000000004
2012,WA,Abortion Rate,15-17,7.4000000000000004
2013,WA,Abortion Rate,15-17,6.2000000000000002
2014,WA,Abortion Rate,15-17,5.2999999999999998
2015,WA,Abortion Rate,15-17,5.0999999999999996
2016,WA,Abortion Rate,15-17,4.5
1988,WV,Abortion Rate,15-17,11.9
1992,WV,Abortion Rate,15-17,10.4
1996,WV,Abortion Rate,15-17,8.5999999999999996
2000,WV,Abortion Rate,15-17,5.9000000000000004
2005,WV,Abortion Rate,15-17,4.7000000000000002
2006,WV,Abortion Rate,15-17,4
2007,WV,Abortion Rate,15-17,5.2000000000000002
2008,WV,Abortion Rate,15-17,4.2999999999999998
2009,WV,Abortion Rate,15-17,5.0999999999999996
2010,WV,Abortion Rate,15-17,5.9000000000000004
2011,WV,Abortion Rate,15-17,4.4000000000000004
2012,WV,Abortion Rate,15-17,3.2000000000000002
2013,WV,Abortion Rate,15-17,2.8999999999999999
2014,WV,Abortion Rate,15-17,2.2999999999999998
2015,WV,Abortion Rate,15-17,2
2016,WV,Abortion Rate,15-17,2
1988,WI,Abortion Rate,15-17,19.899999999999999
1992,WI,Abortion Rate,15-17,12.6
1996,WI,Abortion Rate,15-17,10
2000,WI,Abortion Rate,15-17,7
2005,WI,Abortion Rate,15-17,5.5
2006,WI,Abortion Rate,15-17,5
2007,WI,Abortion Rate,15-17,5.0999999999999996
2008,WI,Abortion Rate,15-17,4.7000000000000002
2009,WI,Abortion Rate,15-17,4.2999999999999998
2010,WI,Abortion Rate,15-17,3.8999999999999999
2011,WI,Abortion Rate,15-17,3.2000000000000002
2012,WI,Abortion Rate,15-17,2.8999999999999999
2013,WI,Abortion Rate,15-17,2.2000000000000002
2014,WI,Abortion Rate,15-17,2.2000000000000002
2015,WI,Abortion Rate,15-17,2.5
2016,WI,Abortion Rate,15-17,2.2000000000000002
1988,WY,Abortion Rate,15-17,17.399999999999999
1992,WY,Abortion Rate,15-17,10.300000000000001
1996,WY,Abortion Rate,15-17,16.800000000000001
2000,WY,Abortion Rate,15-17,15.699999999999999
2005,WY,Abortion Rate,15-17,7.0999999999999996
2006,WY,Abortion Rate,15-17,6.4000000000000004
2007,WY,Abortion Rate,15-17,6.4000000000000004
2008,WY,Abortion Rate,15-17,5.5999999999999996
2009,WY,Abortion Rate,15-17,4.9000000000000004
2010,WY,Abortion Rate,15-17,4.7000000000000002
2011,WY,Abortion Rate,15-17,4.5
2012,WY,Abortion Rate,15-17,3.6000000000000001
2013,WY,Abortion Rate,15-17,2.7000000000000002
2014,WY,Abortion Rate,15-17,2.7000000000000002
2015,WY,Abortion Rate,15-17,2.7000000000000002
2016,WY,Abortion Rate,15-17,2.1000000000000001
1988,AL,Birth Rate,35-39,19.800000000000001
1992,AL,Birth Rate,35-39,20.399999999999999
1996,AL,Birth Rate,35-39,23.699999999999999
2000,AL,Birth Rate,35-39,26.399999999999999
2005,AL,Birth Rate,35-39,29.399999999999999
2006,AL,Birth Rate,35-39,30.600000000000001
2007,AL,Birth Rate,35-39,31.399999999999999
2008,AL,Birth Rate,35-39,30.699999999999999
2009,AL,Birth Rate,35-39,28.800000000000001
2010,AL,Birth Rate,35-39,29.300000000000001
2011,AL,Birth Rate,35-39,30.300000000000001
2012,AL,Birth Rate,35-39,30.5
2013,AL,Birth Rate,35-39,31
2014,AL,Birth Rate,35-39,33.100000000000001
2015,AL,Birth Rate,35-39,34.700000000000003
2016,AL,Birth Rate,35-39,35.700000000000003
1988,AK,Birth Rate,35-39,35.5
1992,AK,Birth Rate,35-39,38.399999999999999
1996,AK,Birth Rate,35-39,35.399999999999999
2000,AK,Birth Rate,35-39,39.100000000000001
2005,AK,Birth Rate,35-39,47.100000000000001
2006,AK,Birth Rate,35-39,51.5
2007,AK,Birth Rate,35-39,46.600000000000001
2008,AK,Birth Rate,35-39,48.5
2009,AK,Birth Rate,35-39,50.399999999999999
2010,AK,Birth Rate,35-39,46
2011,AK,Birth Rate,35-39,52.299999999999997
2012,AK,Birth Rate,35-39,51.299999999999997
2013,AK,Birth Rate,35-39,53.799999999999997
2014,AK,Birth Rate,35-39,50.700000000000003
2015,AK,Birth Rate,35-39,54.399999999999999
2016,AK,Birth Rate,35-39,55.200000000000003
1988,AZ,Birth Rate,35-39,30.399999999999999
1992,AZ,Birth Rate,35-39,34.700000000000003
1996,AZ,Birth Rate,35-39,35.899999999999999
2000,AZ,Birth Rate,35-39,40.600000000000001
2005,AZ,Birth Rate,35-39,46.799999999999997
2006,AZ,Birth Rate,35-39,49.5
2007,AZ,Birth Rate,35-39,48.5
2008,AZ,Birth Rate,35-39,48.200000000000003
2009,AZ,Birth Rate,35-39,45.399999999999999
2010,AZ,Birth Rate,35-39,44.5
2011,AZ,Birth Rate,35-39,45.5
2012,AZ,Birth Rate,35-39,46.100000000000001
2013,AZ,Birth Rate,35-39,46.399999999999999
2014,AZ,Birth Rate,35-39,49
2015,AZ,Birth Rate,35-39,48.200000000000003
2016,AZ,Birth Rate,35-39,47.399999999999999
1988,AR,Birth Rate,35-39,16.800000000000001
1992,AR,Birth Rate,35-39,18.300000000000001
1996,AR,Birth Rate,35-39,21.399999999999999
2000,AR,Birth Rate,35-39,21.899999999999999
2005,AR,Birth Rate,35-39,27.399999999999999
2006,AR,Birth Rate,35-39,28.300000000000001
2007,AR,Birth Rate,35-39,29.800000000000001
2008,AR,Birth Rate,35-39,28.600000000000001
2009,AR,Birth Rate,35-39,27.199999999999999
2010,AR,Birth Rate,35-39,28.300000000000001
2011,AR,Birth Rate,35-39,28.800000000000001
2012,AR,Birth Rate,35-39,31.100000000000001
2013,AR,Birth Rate,35-39,31.5
2014,AR,Birth Rate,35-39,32.700000000000003
2015,AR,Birth Rate,35-39,34.600000000000001
2016,AR,Birth Rate,35-39,34.700000000000003
1988,CA,Birth Rate,35-39,39
1992,CA,Birth Rate,35-39,45.100000000000001
1996,CA,Birth Rate,35-39,45.799999999999997
2000,CA,Birth Rate,35-39,49.700000000000003
2005,CA,Birth Rate,35-39,57.299999999999997
2006,CA,Birth Rate,35-39,58.600000000000001
2007,CA,Birth Rate,35-39,59.299999999999997
2008,CA,Birth Rate,35-39,58.5
2009,CA,Birth Rate,35-39,57.299999999999997
2010,CA,Birth Rate,35-39,57.100000000000001
2011,CA,Birth Rate,35-39,58.100000000000001
2012,CA,Birth Rate,35-39,60.200000000000003
2013,CA,Birth Rate,35-39,61
2014,CA,Birth Rate,35-39,64.099999999999994
2015,CA,Birth Rate,35-39,63.600000000000001
2016,CA,Birth Rate,35-39,64.599999999999994
1988,CO,Birth Rate,35-39,29
1992,CO,Birth Rate,35-39,33
1996,CO,Birth Rate,35-39,35.799999999999997
2000,CO,Birth Rate,35-39,41.899999999999999
2005,CO,Birth Rate,35-39,52.299999999999997
2006,CO,Birth Rate,35-39,53.5
2007,CO,Birth Rate,35-39,53.5
2008,CO,Birth Rate,35-39,51.399999999999999
2009,CO,Birth Rate,35-39,51.299999999999997
2010,CO,Birth Rate,35-39,50.799999999999997
2011,CO,Birth Rate,35-39,50.600000000000001
2012,CO,Birth Rate,35-39,52
2013,CO,Birth Rate,35-39,52.799999999999997
2014,CO,Birth Rate,35-39,52.799999999999997
2015,CO,Birth Rate,35-39,54.5
2016,CO,Birth Rate,35-39,54.5
1988,CT,Birth Rate,35-39,32.600000000000001
1992,CT,Birth Rate,35-39,39
1996,CT,Birth Rate,35-39,44.600000000000001
2000,CT,Birth Rate,35-39,51
2005,CT,Birth Rate,35-39,58.700000000000003
2006,CT,Birth Rate,35-39,58.5
2007,CT,Birth Rate,35-39,59.799999999999997
2008,CT,Birth Rate,35-39,56.700000000000003
2009,CT,Birth Rate,35-39,55.399999999999999
2010,CT,Birth Rate,35-39,56.299999999999997
2011,CT,Birth Rate,35-39,55.100000000000001
2012,CT,Birth Rate,35-39,56.200000000000003
2013,CT,Birth Rate,35-39,56.5
2014,CT,Birth Rate,35-39,58.700000000000003
2015,CT,Birth Rate,35-39,59.200000000000003
2016,CT,Birth Rate,35-39,61.600000000000001
1988,DE,Birth Rate,35-39,23.699999999999999
1992,DE,Birth Rate,35-39,27.399999999999999
1996,DE,Birth Rate,35-39,30.800000000000001
2000,DE,Birth Rate,35-39,36.299999999999997
2005,DE,Birth Rate,35-39,44.100000000000001
2006,DE,Birth Rate,35-39,45.899999999999999
2007,DE,Birth Rate,35-39,45.600000000000001
2008,DE,Birth Rate,35-39,47.299999999999997
2009,DE,Birth Rate,35-39,44.399999999999999
2010,DE,Birth Rate,35-39,46.200000000000003
2011,DE,Birth Rate,35-39,48.200000000000003
2012,DE,Birth Rate,35-39,48.399999999999999
2013,DE,Birth Rate,35-39,45.5
2014,DE,Birth Rate,35-39,47.600000000000001
2015,DE,Birth Rate,35-39,53.100000000000001
2016,DE,Birth Rate,35-39,51.299999999999997
1988,DC,Birth Rate,35-39,34.299999999999997
1992,DC,Birth Rate,35-39,41.799999999999997
1996,DC,Birth Rate,35-39,44.399999999999999
2000,DC,Birth Rate,35-39,46.700000000000003
2005,DC,Birth Rate,35-39,60.700000000000003
2006,DC,Birth Rate,35-39,60.700000000000003
2007,DC,Birth Rate,35-39,69.900000000000006
2008,DC,Birth Rate,35-39,69.299999999999997
2009,DC,Birth Rate,35-39,68.400000000000006
2010,DC,Birth Rate,35-39,67.200000000000003
2011,DC,Birth Rate,35-39,70
2012,DC,Birth Rate,35-39,72.400000000000006
2013,DC,Birth Rate,35-39,69.799999999999997
2014,DC,Birth Rate,35-39,71.900000000000006
2015,DC,Birth Rate,35-39,72.900000000000006
2016,DC,Birth Rate,35-39,72.700000000000003
1988,FL,Birth Rate,35-39,27.100000000000001
1992,FL,Birth Rate,35-39,30.399999999999999
1996,FL,Birth Rate,35-39,33.299999999999997
2000,FL,Birth Rate,35-39,37.399999999999999
2005,FL,Birth Rate,35-39,43.399999999999999
2006,FL,Birth Rate,35-39,45.399999999999999
2007,FL,Birth Rate,35-39,45.100000000000001
2008,FL,Birth Rate,35-39,44.399999999999999
2009,FL,Birth Rate,35-39,43
2010,FL,Birth Rate,35-39,43
2011,FL,Birth Rate,35-39,44.799999999999997
2012,FL,Birth Rate,35-39,44.899999999999999
2013,FL,Birth Rate,35-39,46.399999999999999
2014,FL,Birth Rate,35-39,48.5
2015,FL,Birth Rate,35-39,49.399999999999999
2016,FL,Birth Rate,35-39,50.299999999999997
1988,GA,Birth Rate,35-39,22.199999999999999
1992,GA,Birth Rate,35-39,25.399999999999999
1996,GA,Birth Rate,35-39,30
2000,GA,Birth Rate,35-39,36.200000000000003
2005,GA,Birth Rate,35-39,42
2006,GA,Birth Rate,35-39,43.700000000000003
2007,GA,Birth Rate,35-39,43.700000000000003
2008,GA,Birth Rate,35-39,42.700000000000003
2009,GA,Birth Rate,35-39,41.5
2010,GA,Birth Rate,35-39,40.799999999999997
2011,GA,Birth Rate,35-39,41.299999999999997
2012,GA,Birth Rate,35-39,42.200000000000003
2013,GA,Birth Rate,35-39,42.899999999999999
2014,GA,Birth Rate,35-39,45.5
2015,GA,Birth Rate,35-39,46.200000000000003
2016,GA,Birth Rate,35-39,46
1988,HI,Birth Rate,35-39,37.399999999999999
1992,HI,Birth Rate,35-39,42.799999999999997
1996,HI,Birth Rate,35-39,45.200000000000003
2000,HI,Birth Rate,35-39,50.799999999999997
2005,HI,Birth Rate,35-39,57.5
2006,HI,Birth Rate,35-39,59.299999999999997
2007,HI,Birth Rate,35-39,60.799999999999997
2008,HI,Birth Rate,35-39,61.799999999999997
2009,HI,Birth Rate,35-39,60
2010,HI,Birth Rate,35-39,59.399999999999999
2011,HI,Birth Rate,35-39,61
2012,HI,Birth Rate,35-39,62.100000000000001
2013,HI,Birth Rate,35-39,66.599999999999994
2014,HI,Birth Rate,35-39,62.799999999999997
2015,HI,Birth Rate,35-39,66.099999999999994
2016,HI,Birth Rate,35-39,63.600000000000001
1988,ID,Birth Rate,35-39,27.899999999999999
1992,ID,Birth Rate,35-39,28.699999999999999
1996,ID,Birth Rate,35-39,29.5
2000,ID,Birth Rate,35-39,34.700000000000003
2005,ID,Birth Rate,35-39,42.5
2006,ID,Birth Rate,35-39,42.100000000000001
2007,ID,Birth Rate,35-39,44.200000000000003
2008,ID,Birth Rate,35-39,42.799999999999997
2009,ID,Birth Rate,35-39,41.299999999999997
2010,ID,Birth Rate,35-39,40.799999999999997
2011,ID,Birth Rate,35-39,40.600000000000001
2012,ID,Birth Rate,35-39,41.899999999999999
2013,ID,Birth Rate,35-39,43.299999999999997
2014,ID,Birth Rate,35-39,45
2015,ID,Birth Rate,35-39,45.899999999999999
